,Restaurant,City,Area,Address,Food type,Price,Avg ratings,Total ratings,longitude,latitude
1375,6 Ballygunge Place,Kolkata,Ballygunge,"6, Ballygunge Place, Ballygunge, Kolkata",Bengali,500.0,4.4,1778,88.36862817,22.52789315
1376,Mumbai Local,Kolkata,Ballygunge,"19, Ballygunge Park Road, Near Quest Mall, Ballygunge, Kolkata","North Indian, Chinese, Street Food",600.0,4.2,704,88.3662166,22.5336623
1377,Gabbar's Bar & Kitchen,Kolkata,Camac Street Area,"11/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata","North Indian, Chinese, Mexican, Italian",700.0,4.4,1484,88.3506798,22.5471855
1378,TGI Friday's,Kolkata,Elgin,"Forum Mall, 10/3, Elgin Road, Elgin, Kolkata","Tex-Mex, American",900.0,4.0,911,88.34984265,22.53795995
1379,Santa's Fantasea,Kolkata,Golpark,"9, Ballygunge Terrace, Near Anjali Jewellers, Golpark, Kolkata","Seafood, Chinese",400.0,4.2,2584,88.36783022,22.51508182
1380,India Restaurant,Kolkata,Kidderpore,"Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata","Biryani, North Indian, Chinese, Mughlai",400.0,4.6,1219,88.3223365,22.5389989
1381,Flame & Grill,Kolkata,"Mani Square Mall, Kankurgachi","4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata","North Indian, Continental",750.0,3.9,1064,88.400581,22.5778208
1382,Barbeque Nation,Kolkata,Park Street Area,"24, 1st Floor, Park Center Building, Park Street Area, Kolkata","North Indian, Chinese",800.0,4.9,1753,88.35412715,22.55108374
1383,Mocambo,Kolkata,Park Street Area,"25B Park Street, Park Street Area, Kolkata","Continental, Italian, North Indian",525.0,3.5,4464,88.3532734,22.5532273
1384,BarBQ,Kolkata,Park Street Area,"43-47-55, Park Street Area, Kolkata","Chinese, North Indian",450.0,4.2,5288,88.35231029,22.55299638
1385,Peter Cat,Kolkata,Park Street Area,"18A, Park Street, Park Street Area, Kolkata","Continental, North Indian",500.0,4.3,7574,88.352885,22.5526719
1386,The Irish House,Kolkata,"Quest Mall, Ballygunge","5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata","European, American",950.0,4.4,2224,88.36550709,22.53912894
1387,Barbeque Nation,Kolkata,"Sector 5, Salt Lake","K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake","North Indian, Chinese",800.0,4.9,5966,88.43345214,22.56935843
1388,Ocean Grill,Kolkata,"Sector 5, Salt Lake","1st Floor, Infinity Benchmark, Near RDB Cinemas, Block GP, Sector 5, Salt Lake","Continental, Seafood, North Indian, Asian",750.0,3.6,1040,88.43318693,22.56936679
1389,Sigree Global Grill,Kolkata,"Silver Spring Arcade, Science City Area","1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata",North Indian,800.0,4.1,1616,88.4004673,22.5490998
1390,What's Up,Kolkata,Southern Avenue,"122A, Southern Avenue, Kolkata","Cafe, Chinese, Continental",500.0,4.0,1126,88.36250436,22.51411859
1391,Grandson of Tunday Kababi,Lucknow,Aminabad,"Naaz Cinema Road, Aminabad, Lucknow","Mughlai, Lucknowi",150.0,4.9,1057,80.92743056,26.84850556
1392,Mocha,Lucknow,Gomti Nagar,"CP-1, 2nd Floor, Anand Plaza, Viram Khand-1, Near Patrakarpuram Crossing, Gomti Nagar, Lucknow","Cafe, Italian, Continental",400.0,4.6,567,81.0011849,26.8528099
1393,Homeys Cafe,Lucknow,Gomti Nagar,"2/163, Vivek khand-2, Gomti Nagar Station Road, Gomti Nagar, Lucknow","Cafe, Fast Food",225.0,3.9,217,80.99,26.86
1394,Percussion,Lucknow,Gomti Nagar,"2/139, Vijay Khand, Next to Gomti Nagar Police Station, Gomti Nagar, Lucknow","Continental, North Indian, Asian",500.0,3.7,514,80.9945959,26.8551778
1395,The Urban Terrace,Lucknow,Gomti Nagar,"Hotel Lineage, C 73, Viraj Khand, Opposite Sahara Hospital, Gomti Nagar, Lucknow","North Indian, Continental",550.0,3.9,268,81.0232496,26.8517588
1396,Free Spirit,Lucknow,Gomti Nagar,"Indira Gandhi Pratishthan-Kathauta Chauraha road, Near Shaheed Path Flyover, Vishesh Khand 2, Gomti Nagar, Lucknow","Cafe, Italian",225.0,4.3,106,81.01515904,26.86744546
1397,Spice Caves,Lucknow,Gomti Nagar,"Above Samsung TV Showroom, Patrakar Puram, Gomti Nagar, Lucknow","North Indian, Chinese, Mughlai",600.0,4.2,691,80.99885715,26.85338395
1398,The Chocolate Heaven,Lucknow,Gomti Nagar,"3/553, Vivek Khand, Opposite Aryans, Gomti Nagar, Lucknow, Uttar Pradesh","Cafe, Italian, Desserts",200.0,4.1,165,81.00087417,26.85585347
1399,The Pebbles Bistro,Lucknow,Gomti Nagar,"1/208 A, Vineet Khand, Opposite Jaipuria School, Gomti Nagar, Lucknow",European,500.0,4.1,80,81.01126765,26.85123157
1400,Vintage Machine,Lucknow,Gomti Nagar,"3/11 Patrakar Puram, Gomti Nagar, Lucknow","Italian, American, Lebanese",500.0,4.3,887,81.00043965,26.8536376
1401,Dastarkhwan,Lucknow,Hazratganj,"U. P. Press Club, China Bazaar Gate Road, Hazratganj, Lucknow",Mughlai,200.0,4.4,818,80.93688889,26.85263889
1402,The Cherry Tree Cafe,Lucknow,Hazratganj,"11, Habibullah Estate, Hazratganj, Lucknow","Cafe, Bakery",200.0,4.1,288,80.9415,26.852
1403,Royal Sky,Lucknow,Lalbagh,"31/37, 1st Floor, Opposite Halwasiya Market, Maqbara Road, Lalbagh, Lucknow","North Indian, Mughlai, Chinese, Continental",550.0,4.2,762,80.94088611,26.85019167
1404,L 14 - Renaissance Lucknow Hotel,Lucknow,Renaissance Lucknow Hotel,"14th Floor, Renaissance Lucknow Hotel, Vipin Khand, Gomti Nagar, Lucknow","North Indian, Continental, South Indian, Chinese, Thai, Asian",1000.0,4.2,149,80.973027,26.852692
1405,Barbeque Nation,Lucknow,"Riverside Mall, Gomti Nagar","3rd Floor, Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow",North Indian,800.0,4.7,1069,80.973185,26.853007
1406,Colours by Royal Cafe - Royal Inn,Lucknow,"Royal Inn, Hazratganj","3rd Floor, 9/7 Royal Inn, Opposite Saharaganj Mall, Hazratganj, Lucknow","North Indian, Mughlai, Chinese",500.0,4.2,411,80.945099,26.855957
1407,Cappuccino Blast,Lucknow,Sadar Bazaar,"12, Mall Avenue, Near, Sadar Bazaar, Lucknow","Cafe, Fast Food",350.0,4.0,587,80.947029,26.834638
1408,Basant Restaurant,Ludhiana,"A Hotel, Gurdev Nagar","Urban Estate, Main Market, Phase 1, Dugri, Ludhiana","North Indian, Chinese, Fast Food",400.0,3.6,93,75.84273856,30.87398772
1409,Indian Summer,Ludhiana,BRS Nagar,"SCF 13/14, F Block, BRS Nagar, Ludhiana","North Indian, Chinese",700.0,4.1,191,75.80489259,30.88722034
1410,Basant,Ludhiana,Civil Lines,"Fountain Chowk, Civil Lines, Ludhiana","North Indian, Chinese, South Indian, Fast Food",200.0,3.9,109,75.83981965,30.91405691
1411,Bistro 226,Ludhiana,Civil Lines,"226, Civil Street, Ghumar Mandi Chowk, Civil Lines, Ludhiana","Italian, Continental, North Indian, Cafe",700.0,4.2,217,75.83284054,30.90556176
1412,Mocha,Ludhiana,Gurdev Nagar,"27 & 28 F, 1st Floor, Malhar Road, Gurdev Nagar, Ludhiana",Cafe,400.0,3.7,153,75.82210299,30.89520443
1413,Bistro Flamme Bois,Ludhiana,Gurdev Nagar,"16-17, Green Park Avenue, Gurdev Nagar, Ludhiana","Italian, Continental, Mexican, Lebanese",750.0,4.1,178,75.83133817,30.89999169
1414,Kitchen At 95 - Hyatt Regency,Ludhiana,"Hyatt Regency, Rajguru Nagar","Hyatt Regency, Site 4, Ferozepur Road, Rajguru Nagar, Ludhiana","Mediterranean, Chinese, Continental",1000.0,4.3,87,75.78697577,30.88581363
1415,Domino's Pizza,Ludhiana,"Main Market, Sarabha Nagar","SCF 21, Main Market, Sarabha Nagar, Ludhiana","Pizza, Fast Food",350.0,3.6,86,75.82219854,30.89285962
1416,Nando's,Ludhiana,"Main Market, Sarabha Nagar","SCO 35 & 36, Main Market, Sarabha Nagar, Ludhiana","Portuguese, African",600.0,3.8,156,75.8214948,30.89308145
1417,Belfrance Luxury Chocolates,Ludhiana,"Main Market, Sarabha Nagar","SCF 32 C Main Market, Sarabha Nagar, Ludhiana","Cafe, Continental, Italian, Bakery",550.0,4.4,138,75.82181666,30.893244
1418,Hot Breads,Ludhiana,"Main Market, Sarabha Nagar","SCF 32, Main Market, Sarabha Nagar, Ludhiana","Continental, Chinese, Italian, Bakery",400.0,4.2,261,75.82172044,30.89323422
1419,The Yellow Chilli,Ludhiana,"Main Market, Sarabha Nagar","SCF 31 C, Main Market, Sarabha Nagar, Ludhiana","Mughlai, North Indian, Chinese",600.0,4.4,325,75.82184684,30.89297787
1420,Spice Cube,Ludhiana,PAU,"Near Gate 1, Kartar Bhawan, Ferozepur Road, PAU, Ludhiana","North Indian, Chinese, Continental",500.0,3.5,116,75.80934606,30.89958432
1421,Barbeque Nation,Ludhiana,Rajguru Nagar,"2nd Floor, 2439/1 & 2, Dhanraj Singh Complex, Main Ferozpur Road, Rajguru Nagar, Ludhiana","North Indian, Chinese, Continental",700.0,3.9,80,75.813112,30.895817
1422,Nik Bakers,Ludhiana,Sarabha Nagar,"SCF 43-44, Kipps Market, Sarabha Nagar, Ludhiana","Cafe, Bakery, Desserts",400.0,4.2,210,75.8212021,30.89338354
1423,Aman Chicken,Ludhiana,Shastri Nagar,"Jagjit Nagar, Near Railway Crossing, Near Shastri Nagar, Ludhiana","North Indian, Mughlai",400.0,4.6,196,75.82961485,30.89018388
1424,District 6,Ludhiana,"Silver Arc Mall, Gurdev Nagar","4th Floor, Silver Arch Mall, Ferozpur Road, Gurdev Nagar, Ludhiana","European, Chinese",800.0,3.8,53,75.82680825,30.90287228
1425,The BrewMaster - The Mix Fine Dine,Ludhiana,"Westend Mall, Rajguru Nagar","3rd Floor, Westend Mall, Rajguru Nagar, Ludhiana","North Indian, Continental",750.0,3.9,154,75.78825854,30.88591491
1426,Crave Desserts & Bakes,Mangalore,Balmatta,"Deepa Paradise, Balmatta, Mangalore","Desserts, Bakery",100.0,3.9,196,74.85362222,12.87369722
1427,Diesel Cafe,Mangalore,Balmatta,"Ground Floor, Hotel Prestige, Near Collector's Gate, Balmatta, Mangalore","American, Italian",450.0,3.8,196,74.85274444,12.87367778
1428,Froth On Top,Mangalore,Balmatta,"Silk House, Balmatta Arya Samaj Road, Balmatta, Mangalore","Chinese, Mangalorean",350.0,3.7,355,74.85158611,12.87353056
1429,Hao Ming,Mangalore,Balmatta,"Yenepoya Chambers, Opposite Hotel Prestige, Balmatta, Mangalore",Chinese,300.0,3.5,280,74.85343056,12.87343056
1430,Kobe Sizzlers,Mangalore,Balmatta,"G-1, Parin Tower, Collectors Gate Circle, Balmatta Road, Balmatta, Mangalore","Continental, American",500.0,3.7,104,74.85209855,12.87334761
1431,Liquid Lounge,Mangalore,Balmatta,"KMC Mercara Trunk Road, Near Hotel Woodside, Balmatta, Mangalore","Finger Food, Continental, North Indian",400.0,3.8,290,74.84665556,12.87073611
1432,Maharaja Restaurant,Mangalore,Balmatta,"1st Floor, Trade Centre, Near Jyothi Circle, Bunts Hostel Road, Balmatta, Mangalore","South Indian, North Indian",350.0,3.6,275,74.84863333,12.87378611
1433,Kabab Studio,Mangalore,"Goldfinch Hotel, Balmatta","Goldfinch Hotel, Bunts Hostel Road, Near Jyoti Circle, Balmatta, Mangalore","North Indian, Mughlai",750.0,3.5,183,74.85006667,12.87582222
1434,Brio Cafe and Grill,Mangalore,Hampankatta,"Sainik Bhavan, Next to St Aloysius College, Lighthouse Hill, Hampankatta, Mangalore","Cafe, Continental",250.0,3.6,84,74.84500254,12.87221736
1435,Village Restaurant,Mangalore,Kadri,"Airport Road, Yeyyadi, Kadri, Mangalore","Chinese, Continental, North Indian, Mughlai",500.0,3.7,260,74.85946446,12.89897943
1436,Sagar Ratna,Mangalore,"The Ocean Pearl, Kodailbail","Hotel Ocean Pearl, KS Rao Road, Near PVS Circle, Kodailbail, Mangalore","South Indian, North Indian, Chinese",250.0,3.7,175,74.84048333,12.87505833
1437,The Shooters Cafe,Mohali,Sector 70,"SCO 654,Himalaya Marg Road, Sector 70, Mohali, Chandigarh","Continental, North Indian",275.0,4.3,99,76.7187888,30.6955506
1438,Joey's Pizza,Mumbai,Azad Nagar,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Pizza,400.0,4.0,5145,72.829976,19.12663
1439,Cafe Hydro,Mumbai,Borivali East,"Esspee Tower, Rajendra Nagar, Dattapada Road, Borivali East, Mumbai",Asian,500.0,4.0,156,72.86238123,19.22131488
1440,The American Joint,Mumbai,Borivali West,"The Ahcl Homes Tower, Chikuwadi New Link Road, Borivali West, Mumbai","Healthy Food, American, Burger, Salad",425.0,3.4,170,72.8413473,19.2238399
1441,The Fusion Kitchen,Mumbai,Borivali West,"Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai","North Indian, Italian, Chinese, Mexican",500.0,4.7,2083,72.848923,19.254567
1442,145 Kala Ghoda,Mumbai,Fort,"145, Kala Ghoda, Fort, Mumbai","Fast Food, Beverages, Desserts",750.0,4.2,1606,72.83258457,18.92758399
1443,Tea Villa Cafe,Mumbai,"Hill Road, Bandra West","31, Opposite Globus, Hill Road, Bandra West","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",500.0,4.1,2040,72.83398401,19.05583064
1444,Grandmama's Cafe,Mumbai,Juhu,"Hotel Royal Garden, Ground Floor, Juhu Tara Road, Juhu, Mumbai","Continental, Italian",550.0,3.8,617,72.82780755,19.09145752
1445,Mumbai Vibe,Mumbai,"Linking Road, Bandra West","Ganga Jamuna Block, 14th Road, Linking Road, Bandra West","Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",500.0,3.8,146,72.83265799,19.06583751
1446,The Rolling Pin,Mumbai,Lower Parel,"12, Janta Industrial Estate, Senapat Bapat Road, Lower Parel, Mumbai","Bakery, Desserts, Cafe",350.0,3.9,2076,72.82520279,18.99404899
1447,Farzi Cafe,Mumbai,Lower Parel,"Kamala Mills, Near Radio Mirchi Office, Lower Parel, Mumbai",Modern Indian,750.0,4.3,1240,72.82764997,19.0035172
1448,SpiceKlub,Mumbai,Lower Parel,"8A, Janta Industrial Estate, Opposite Phoenix Mills, Senapati Bapat Road, Lower Parel, Mumbai",North Indian,750.0,4.2,3370,72.82555282,18.99423667
1449,Tea Villa Cafe,Mumbai,"Majiwada, Thane West","Shop 1& 2, Y-Building, Flower Valley, Opposite Viviana Mall,Eastern Express Highway, Majiwada, Thane West","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",500.0,3.9,317,72.97228105,19.20722241
1450,Joey's Pizza,Mumbai,Malad West,"Shop 1, Plot D, Samruddhi Complex, Chincholi Bunder Road, Mindspace, Malad West, Mumbai",Pizza,400.0,4.5,2662,72.834715,19.178321
1451,Stacks And Racks,Mumbai,Malad West,"Shop 1, Ganga Nivas, Opposite Toyota Showroom, Link Road, Malad West, Mumbai","American, Burger, Fast Food",250.0,4.6,413,72.83619149,19.18129965
1452,The English Department Bar & Diner,Mumbai,Malad West,"Malad link Road, Near Inorbit Mall Junction, Malad West, Mumbai","Italian, Continental, Mexican, Japanese, American, British",750.0,3.9,885,72.83672087,19.17626869
1453,Mirchi And Mime,Mumbai,Powai,"Transocean House, Lake Boulevard, Hiranandani Business Park, Powai, Mumbai","North Indian, South Indian, Mughlai",750.0,4.9,3244,72.90738534,19.12008268
1454,38 Degree East,Mumbai,Powai,"Panchkutir, Pawarwardi, Adhishankracharya Marg, Opposite Powai Lake, JVLR,Powai, Mumbai","North Indian, Chinese, Thai",500.0,3.8,181,72.90849264,19.12199866
1455,R' ADDA,Mumbai,"Ramee Guestline Hotel, Juhu","Ramee Guestline Hotel, 462, A B Nair Road, Juhu, Mumbai","Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",600.0,4.0,536,72.825451,19.1093
1456,Tea Villa Cafe,Mumbai,"Versova, Andheri West","28, Aaram Nagar 1, Opposite Dariya Mahal, Versova, Andheri West","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",500.0,4.1,1295,72.8130738,19.1311405
1457,Tea Villa Cafe,Mumbai,Vile Parle East,"Pardhy House, Opposite Jain Temple, Junction of MG Road and Hanuman Road, Vile Parle East, Mumbai","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",500.0,3.6,1515,72.846749,19.103249
1458,Hotel RRR Mysore,Mysore,Chamrajpura,"Gandhi Square, Chamrajpura, Mysore",Andhra,145.0,3.4,139,76.65487778,12.31107222
1459,Jalpaan Dining Saga,Mysore,Chamrajpura,"366, 2nd & 3rd Floor, Near Ramaswamy Circle, Chamaraja Mohalla, Chamrajpura, Mysore","North Indian, Chinese, Italian",450.0,3.7,172,76.64362222,12.30456944
1460,The Old House,Mysore,Chamrajpura,"451, Jhansi Rani Lakshmi Bai Road, Chamrajpura, Mysore",Italian,400.0,3.9,264,76.64262,12.299524
1461,Vinayaka Mylari,Mysore,Doora,"79, Nazarbad Main Road, Near Police Station, Doora, Mysore",South Indian,150.0,4.2,392,76.66580833,12.3085
1462,Empire Restaurant,Mysore,Gokulam,"2820/1, 8th Cross, Kalidasa Road, Vani Vilas Mohalla, Gokulam, Mysore","North Indian, Andhra, Mughlai",250.0,3.7,393,76.62796111,12.32397778
1463,Green Leaf,Mysore,Gokulam,"Opposite Reebok Showroom, Kalidasa Road, Vani Vilas Mohalla, Gokulam, Mysore","North Indian, Chinese, South Indian",200.0,3.5,214,76.62616667,12.32399444
1464,Pakva Lounge,Mysore,Gokulam,"Livin Corner, Temple Road, Vani Vilas Mohalla, Gokulam, Mysore","Italian, North Indian, South Indian",325.0,3.7,262,76.63227778,12.32546111
1465,Spring - Radisson Blu Plaza,Mysore,Ittige Gudu,"Radisson Blu Plaza, 1, MG Road, Ittige Gudu, Mysore","Continental, North Indian, South Indian",850.0,3.8,162,76.665169,12.297954
1466,Big Chicken,Mysore,Jayalakhsmipuram,"2902/1, Temple Road, Opposite Post Office, Vani Vilas Mohalla, Jayalakhsmipuram, Mysore","North Indian, Chinese",250.0,3.5,160,76.63058333,12.32319444
1467,Barbeque Nation,Mysore,Jayalakhsmipuram,"Ground Floor, BM Habitat Mall, Gokulam Main Road, Jayalakhsmipuram, Mysore","North Indian, European, Mediterranean",800.0,4.0,286,76.62109444,12.32121389
1468,Pizza Hut,Mysore,Jayalakhsmipuram,"Opposite Loyal World Super Market, Temple Road,  Vani Vilas Mohalla, Jayalakhsmipuram, Mysore","Pizza, Italian",350.0,4.0,304,76.63002778,12.323225
1469,Tandooriwala,Mysore,Kuvempunagar,"26, 1st Stage, KHB, Nrupathunga Road, Kuvempunagar, Mysore",North Indian,350.0,3.5,127,76.62586111,12.28474722
1470,Jungle The Restaurant,Mysore,"Pai Hotels, Doora","Pai Hotels, Bangalore Nilgiri Road, Opposite Suburban Bus Stand, Mysore, Doora, Mysore","North Indian, Continental, Chinese",500.0,3.7,132,76.65926389,12.31097222
1471,By The Way,Mysore,Vijay Nagar,"Next to Bhartat Cancer Hospital, Opposite Infosys Circle Ring Road, Vijay Nagar, Mysore","North Indian, Chinese, South Indian",325.0,3.6,190,76.60665,12.35205833
1472,Cafe Cornucopia,Mysore,Vijay Nagar,"22nd Cross, 14th Main, 3rd Stage, Block C, Vijay Nagar, Mysore","Cafe, Continental, European, Beverages",350.0,3.6,140,76.60306667,12.31696667
1473,Mezzaluna,Mysore,Vijay Nagar,"First Floor, Kuvempu Trust Building, Near Chandrakala Hospital, New Kalidasa Road, Vijayanagar, Vijay Nagar, Mysore","Continental, South Indian",325.0,3.8,249,76.61910278,12.32635556
1474,Nanking,Mysore,Vijay Nagar,"High Tension Double Road, Near Vidyavardhaka College,  2nd Stage, Vijay Nagar, Mysore","Chinese, Thai",275.0,3.7,208,76.61788889,12.33792778
1475,Oyster Bay,Mysore,Vijay Nagar,"Kannada Parishath Road, 1st Stage, Vijay Nagar, Mysore","North Indian, Asian, Continental",500.0,3.6,270,76.61820278,12.33402222
1476,Purple Haze,Mysore,Vijay Nagar,"129-131, High Tension Double Road, Mahadeswara Badavane, 2nd Stage, Vijay Nagar, Mysore",Finger Food,600.0,3.7,183,76.61679167,12.33797778
1477,House of Caffeine,Nagpur,Bajaj Nagar,"J 12, Besides Face & Figure Gym, WHC Road, Laxmi Nagar, Nagpur",Fast Food,250.0,3.3,27,79.06428449,21.12420256
1478,Hide Out The Street Cafe,Nagpur,Bajaj Nagar,"4, Plot No 54, Raghukul  Building, Bajaj Nagar, Nagpur",Cafe,125.0,3.8,73,79.06046167,21.12949694
1479,Eat Street Express,Nagpur,Bajaj Nagar,"Shraddhanandpeth Square, Opposite A-Square Building, Abhyankar Road, Near, Bajaj Nagar, Nagpur","North Indian, Chinese",250.0,4.0,103,79.05922417,21.12499944
1480,Zaikart,Nagpur,Bajaj Nagar,"Plot-17, Sneha Gayatri Nagar, IT Park, Gayatri Nagar, Near Bajaj Nagar, Nagpur","North Indian, Mughlai",275.0,4.3,88,79.04722832,21.11882292
1481,Cafe Zinea,Nagpur,Civil Lines,"56, Temple Road, Civil Lines, Nagpur","Cafe, Chinese, Fast Food, Italian",200.0,3.7,201,79.0679011,21.1481626
1482,Checker's,Nagpur,Civil Lines,"23 to 25, VCA Complex, Civil Lines, Nagpur","Fast Food, Chinese",275.0,4.0,185,79.07658678,21.15841584
1483,The B.A.W.A,Nagpur,Civil Lines,"Opposite VCA Stadium, Civil Lines, Nagpur",Cafe,300.0,4.2,164,79.07730427,21.15619053
1484,FSB,Nagpur,Dhantoli,"B/9, Orange City Towers, Opposite Tilak Patrakar Bhavan, Dhantoli, Nagpur","Continental, North Indian, Thai, Chinese",550.0,4.3,270,79.08047698,21.13851031
1485,NESCAF� Illusions,Nagpur,Dharampeth,"Oppsite Dharampeth High School, North Ambazari Road, Near ICICI Bank, Lad Apartment., Dharampeth, Nagpur",Cafe,175.0,3.9,140,79.0651371,21.13685791
1486,Nineties,Nagpur,Dharampeth,"Opposite Traffice Park, Dharampeth, Nagpur","Cafe, Fast Food",125.0,3.9,19,79.06652045,21.14083972
1487,Mocha,Nagpur,Dharampeth,"202, Cement Road, Shankar Nagar, Dharampeth, Nagpur","Cafe, Continental",375.0,4.0,284,79.05853249,21.13784829
1488,The Zuree Urban Kitchen,Nagpur,Mohan Nagar,"8A, AD Complex, Mount Road, Mohan Nagar, Nagpur","North Indian, Italian, Continental",600.0,4.4,257,79.08184659,21.15848119
1489,The Breakfast Story,Nagpur,Pratap Nagar,"Opposite Transmitting Station, Hingna Road, Jaitala, Pratap Nagar, Nagpur",Cafe,300.0,4.5,520,79.03866302,21.1232834
1490,Ten Downing Street Restaurant & Bar,Nagpur,Ramdaspeth,"5th Floor, Milestone Building, Wardha Road, Ramdaspeth, Nagpur","Chinese, Continental, North Indian",500.0,4.0,306,79.07851763,21.13672376
1491,Ashoka Restaurant,Nagpur,Sadar,"60, Sadar Bazar Main Road, Sadar, Nagpur","North Indian, Chinese, Continental",650.0,4.2,275,79.079819,21.159225
1492,Barbeque Nation,Nagpur,Sitabuldi,"2nd Floor, Eternity Mall, Amravati Road, Sitabuldi, Nagpur","North Indian, European, Mediterranean",800.0,4.9,226,79.080247,21.143272
1493,KFC,Nagpur,Sitabuldi,"G1-G2, Ground Floor, Eternity Mall, Variety Square, Amravati Road, Sitabuldi, Nagpur","American, Fast Food",275.0,2.2,147,79.08040556,21.14353333
1494,Moksh The Restro Lounge,Nagpur,Sitabuldi,"Panchshil Chowk, Sitabuldi, Nagpur","Seafood, Chinese, Thai",500.0,4.0,100,79.08009443,21.14014612
1495,Mainland China,Nagpur,Vivekanand Nagar,"Deepika Hospitalities Private Ltd, Plot 19, Wardha Road, Vivekanand Nagar, Nagpur",Chinese,500.0,3.8,45,79.06482127,21.08922374
1496,Spice Route,Nashik,Anand Wali Goan,"Gangapur Road, Navasha Ganpati, Sector C, Near Union Bank, Anand Wali Goan, Nashik","North Indian, Maharashtrian",500.0,3.6,91,73.74210622,20.01361026
1497,Veg Aroma,Nashik,Anand Wali Goan,"Opposite Durga Gas Pump, Gangapur Road, Anand Wali, Nashik, Anand Wali Goan, Nashik",North Indian,300.0,3.6,125,73.74589243,20.01207513
